name, ra,  dec,
S540 , 241.4471 , 3.6538 , 6.1 ,
S541 , 241.3105 , 3.1351 , 11.51 ,
S542 , 241.2609 , 3.3875 , 26.84 ,
S543 , 241.3777 , 3.3829 , 20.75 ,
S544 , 241.4502 , 4.16 , 15.24 ,
S545 , 242.1555 , 4.8601 , 20.38 ,
S546 , 242.2588 , 5.1072 , 14.62 ,
S547 , 242.7411 , 4.4617 , 16.69 ,
S548 , 243.006 , 4.944 , 9.08 ,
S549 , 242.9354 , 4.749 , 17.55 ,
S550 , 243.4862 , 4.4315 , 9.75 ,
S551 , 254.253 , 23.8724 , 9.94 ,
S552 , 254.3713 , 23.5476 , 19.18 ,
S553 , 253.994 , 22.8136 , 17.69 ,
S554 , 253.59 , 22.7898 , 14.08 ,
S555 , 253.5583 , 23.5976 , 22.69 ,
S556 , 253.3649 , 22.8408 , 10.64 ,
S557 , 252.2356 , 23.627 , 9.72 ,
S558 , 251.7974 , 24.2032 , 16.93 ,
S559 , 251.978 , 24.2047 , 20.72 ,
S560 , 252.7042 , 24.9161 , 7.62 ,
S561 , 252.5686 , 24.672 , 16.64 ,
S562 , 253.0279 , 24.511 , 15.28 ,
S563 , 252.933 , 24.1135 , 10.96 ,
S564 , 253.372 , 24.7408 , 8.11 ,
S565 , 254.0235 , 24.2424 , 13.29 ,
S566 , 254.3124 , 23.9767 , 8.6 ,
S567 , 255.5886 , 38.77 , 26.53 ,
S568 , 255.543 , 38.4156 , 20.8 ,
S569 , 255.8165 , 39.125 , 9.75 ,
S570 , 255.0352 , 38.4829 , 36.46 ,
S571 , 253.9478 , 39.279 , 24.64 ,
S572 , 253.7064 , 39.2854 , 15.6 ,
S573 , 253.5249 , 40.3098 , 29.73 ,
S574 , 255.2343 , 40.196 , 15.94 ,
S575 , 255.236 , 40.0636 , 17.92 ,
S576 , 255.2204 , 39.9494 , 8.59 ,
S577 , 255.191 , 41.0253 , 11.15 ,
S578 , 262.3797 , 26.8279 , 37.49 ,
S579 , 261.9314 , 26.3459 , 8.45 ,
S580 , 262.0168 , 26.7006 , 15.5 ,
S581 , 261.8101 , 26.5133 , 11.68 ,
S582 , 261.8408 , 26.8778 , 16.96 ,
S583 , 261.2405 , 26.1726 , 10.77 ,
S584 , 261.2515 , 26.3477 , 8.89 ,
S585 , 261.5865 , 26.626 , 13.0 ,
S586 , 260.9381 , 26.7454 , 29.33 ,
S587 , 260.8845 , 25.8072 , 10.86 ,
S588 , 260.6446 , 25.9753 , 11.88 ,
S589 , 260.6992 , 25.9819 , 11.02 ,
S590 , 260.1033 , 26.1179 , 14.31 ,
S591 , 259.6083 , 26.7938 , 17.21 ,
S592 , 259.8527 , 27.5794 , 25.68 ,
S593 , 259.7922 , 27.5815 , 21.78 ,
S594 , 259.6057 , 27.0539 , 11.59 ,
S595 , 260.0162 , 26.9726 , 10.73 ,
S596 , 259.9635 , 27.22 , 32.06 ,
S597 , 261.5887 , 27.7219 , 11.99 ,
S598 , 262.4375 , 27.8857 , 10.88 ,
S599 , 267.7167 , 24.7206 , 9.71 ,
S600 , 267.6042 , 24.7955 , 12.65 ,
S601 , 267.8063 , 25.1982 , 13.1 ,
S602 , 267.9278 , 24.8887 , 10.27 ,
S603 , 268.0196 , 25.2268 , 14.94 ,
S604 , 267.0768 , 24.5592 , 14.94 ,
S605 , 267.7289 , 25.1248 , 7.12 ,
S606 , 267.0256 , 24.5611 , 14.79 ,
S607 , 266.9225 , 25.3625 , 17.57 ,
S608 , 265.6959 , 24.9288 , 11.5 ,
S609 , 265.9829 , 24.5354 , 16.04 ,
S610 , 266.0209 , 24.7775 , 16.03 ,
S611 , 265.5531 , 24.9323 , 12.87 ,
S612 , 265.1482 , 25.1909 , 15.21 ,
S613 , 264.9867 , 25.4053 , 33.16 ,
S614 , 266.1409 , 25.6578 , 16.24 ,
S615 , 265.9497 , 25.4922 , 14.47 ,
S616 , 266.5741 , 26.4233 , 15.66 ,
S617 , 266.5821 , 26.1172 , 11.82 ,
S618 , 267.63 , 25.5427 , 22.21 ,
S619 , 267.8014 , 25.6856 , 12.75 ,
S620 , 272.647 , 22.9523 , 6.38 ,
S621 , 273.1211 , 23.265 , 10.26 ,
S622 , 272.2718 , 23.0143 , 17.9 ,
S623 , 272.5457 , 22.8977 , 13.3 ,
S624 , 272.2239 , 23.0191 , 10.59 ,
S625 , 272.3522 , 23.1989 , 4.68 ,
S626 , 272.506 , 23.0986 , 9.8 ,
S627 , 271.9872 , 23.415 , 9.41 ,
S628 , 271.9742 , 23.4343 , 15.26 ,
S629 , 272.0778 , 23.4786 , 37.2 ,
S630 , 272.0324 , 23.3892 , 10.87 ,
S631 , 271.2792 , 23.4501 , 10.72 ,
S632 , 270.9572 , 23.0214 , 17.45 ,
S633 , 271.225 , 22.9837 , 10.0 ,
S634 , 270.5585 , 23.084 , 8.26 ,
S635 , 270.0868 , 23.6707 , 8.6 ,
S636 , 270.1985 , 23.6575 , 9.87 ,
S637 , 271.025 , 24.7835 , 15.12 ,
S638 , 271.0796 , 24.4511 , 8.25 ,
S639 , 270.9218 , 24.395 , 22.22 ,
S640 , 271.5035 , 24.8025 , 14.28 ,
S641 , 271.0824 , 24.1012 , 25.46 ,
S642 , 271.95 , 24.1 , 15.69 ,
S643 , 271.8511 , 24.7844 , 13.22 ,
S644 , 272.1231 , 24.7859 , 6.06 ,
S645 , 272.1984 , 24.7011 , 21.9 ,
S646 , 272.3366 , 24.5593 , 20.11 ,
S647 , 272.4825 , 23.7117 , 8.48 ,
S648 , 243.5631 , 51.4432 , 37.86 ,
S649 , 244.237 , 51.9463 , 31.52 ,
S650 , 243.4694 , 52.8511 , 33.85 ,
S651 , 243.4958 , 52.7537 , 90.74 ,
S652 , 244.4683 , 15.5619 , 32.74 ,
S653 , 243.5313 , 16.1237 , 41.86 ,
S654 , 243.5517 , 16.741 , 27.74 ,
S655 , 243.8748 , 17.4111 , 27.58 ,
S656 , 254.4635 , 23.6104 , 29.88 ,
S657 , 253.017 , 23.2546 , 49.1 ,
S658 , 252.3116 , 23.9861 , 28.82 ,
S659 , 260.6132 , 25.9838 , 60.75 ,
S660 , 260.804 , 27.1321 , 23.0 ,
S661 , 272.6667 , 22.6418 , 39.14 ,
S662 , 306.9208 , 14.1179 , 11.25 ,
S663 , 310.5121 , 14.4594 , 24.82 ,
S664 , 310.7408 , 14.6071 , 17.61 ,
S665 , 309.7531 , 14.363 , 28.31 ,
S666 , 308.4791 , 13.6019 , 48.73 ,
S667 , 308.4801 , 14.1749 , 25.16 ,
S668 , 308.141 , 13.919 , 13.34 ,
S669 , 308.7117 , 15.6031 , 29.84 ,
S670 , 310.0408 , 15.6448 , 24.98 ,
S671 , 312.4263 , 14.7536 , 8.33 ,
S672 , 312.4147 , 15.0016 , 24.16 ,
S673 , 312.3297 , 15.2132 , 30.57 ,
S674 , 312.2104 , 15.5258 , 16.14 ,
S675 , 311.7974 , 14.9682 , 13.82 ,
S676 , 312.0277 , 14.9714 , 36.53 ,
S677 , 310.9337 , 16.2034 , 15.31 ,
S678 , 310.9051 , 16.0955 , 9.27 ,
S679 , 311.4698 , 16.8154 , 23.67 ,
S680 , 311.1904 , 16.7265 , 21.22 ,
S681 , 313.2663 , 16.759 , 28.29 ,
S682 , 333.2733 , 20.5546 , 23.91 ,
S683 , 332.9951 , 20.475 , 6.3 ,
S684 , 332.7895 , 21.24 , 13.83 ,
S685 , 332.2726 , 21.4823 , 17.9 ,
S686 , 332.1112 , 21.3656 , 8.55 ,
S687 , 331.0874 , 21.7369 , 10.08 ,
S688 , 332.037 , 21.8722 , 7.26 ,
S689 , 332.462 , 22.1077 , 10.51 ,
S690 , 264.7398 , 32.8125 , 8.5 ,
S691 , 262.3278 , 32.9227 , 14.27 ,
S692 , 262.2438 , 33.0741 , 8.74 ,
S693 , 262.1206 , 34.0325 , 23.37 ,
S694 , 261.8499 , 33.2962 , 5.3 ,
S695 , 262.7993 , 33.9083 , 14.82 ,
S696 , 262.8079 , 33.8225 , 14.92 ,
S697 , 262.1463 , 33.5299 , 7.23 ,
S698 , 262.2995 , 33.6681 , 6.08 ,
S699 , 263.0605 , 34.1358 , 12.88 ,
S700 , 262.7902 , 33.7774 , 8.59 ,
S701 , 263.471 , 34.0339 , 13.22 ,
S702 , 264.2789 , 33.689 , 13.12 ,
S703 , 264.2668 , 33.34 , 17.46 ,
S704 , 264.4406 , 33.3052 , 7.23 ,
S705 , 264.324 , 33.3116 , 8.9 ,
S706 , 306.9432 , 12.6584 , 39.01 ,
S707 , 310.0038 , 14.5116 , 48.92 ,
S708 , 310.4142 , 15.2662 , 49.78 ,
S709 , 311.7017 , 15.2295 , 23.32 ,
S710 , 332.3023 , 20.36 , 34.41 ,
S711 , 264.0267 , 34.1633 , 44.11 ,
S712 , 142.9303 , 24.9948 , 29.07 ,
S713 , 94.8773 , 63.6358 , 18.64 ,
S714 , 93.7314 , 63.683 , 14.29 ,
S715 , 93.3978 , 63.5141 , 21.88 ,
S716 , 94.7576 , 64.235 , 28.4 ,
S717 , 85.4955 , 62.4861 , 16.47 ,
S718 , 302.617 , -12.1219 , 7.78 ,
S719 , 302.3926 , -12.3594 , 23.52 ,
S720 , 302.4858 , -12.2575 , 16.22 ,
S721 , 302.5629 , -12.0349 , 6.49 ,
S722 , 302.4267 , -11.7502 , 28.32 ,
S723 , 302.0878 , -12.5672 , 8.78 ,
S724 , 302.2361 , -11.9022 , 23.77 ,
S725 , 301.8141 , -11.7184 , 13.6 ,
S726 , 301.819 , -11.9548 , 10.56 ,
S727 , 301.8199 , -11.7709 , 19.86 ,
S728 , 302.0017 , -11.6926 , 43.31 ,
S729 , 301.5793 , -11.5178 , 22.09 ,
S730 , 301.6374 , -11.8754 , 25.29 ,
S731 , 301.3836 , -12.0415 , 10.02 ,
S732 , 301.3376 , -11.6987 , 9.5 ,
S733 , 301.7512 , -12.1583 , 9.38 ,
S734 , 301.08 , -11.5924 , 5.48 ,
S735 , 301.4948 , -12.5742 , 9.97 ,
S736 , 300.8826 , -11.5649 , 7.56 ,
S737 , 300.8788 , -10.715 , 10.78 ,
S738 , 300.5752 , -10.9806 , 19.28 ,
S739 , 300.8105 , -10.9372 , 7.33 ,
S740 , 300.6269 , -10.955 , 8.45 ,
S741 , 300.7986 , -11.3954 , 15.13 ,
S742 , 301.5161 , -10.2556 , 6.15 ,
S743 , 301.3165 , -10.6705 , 14.59 ,
S744 , 301.3607 , -11.3418 , 13.36 ,
S745 , 301.7396 , -10.3764 , 10.01 ,
S746 , 301.6187 , -10.494 , 26.19 ,
S747 , 301.6015 , -10.6106 , 13.96 ,
S748 , 301.598 , -11.0017 , 11.11 ,
S749 , 301.7475 , -11.4855 , 16.0 ,
S750 , 302.0808 , -11.0848 , 8.64 ,
S751 , 302.3615 , -11.3901 , 13.17 ,
S752 , 302.2412 , -10.4161 , 12.18 ,
S753 , 302.1548 , -10.6051 , 8.71 ,
S754 , 302.7007 , -11.243 , 12.23 ,
S755 , 302.9204 , -10.6828 , 9.65 ,
S756 , 140.9494 , 21.4493 , 14.11 ,
S757 , 139.7344 , 22.1203 , 22.59 ,
S758 , 139.4279 , 21.9454 , 20.39 ,
S759 , 139.3879 , 22.4528 , 20.23 ,
S760 , 140.589 , 23.3783 , 10.37 ,
S761 , 140.9138 , 23.0251 , 12.52 ,
S762 , 141.4562 , 22.3065 , 10.65 ,
S763 , 321.1968 , -7.9759 , 33.49 ,
S764 , 320.928 , -7.2349 , 27.89 ,
S765 , 320.6196 , -8.065 , 10.72 ,
S766 , 320.0645 , -7.6506 , 13.48 ,
S767 , 320.1584 , -7.1995 , 26.01 ,
S768 , 320.0418 , -7.9525 , 24.91 ,
S769 , 319.9486 , -7.5742 , 4.21 ,
S770 , 319.6277 , -6.3352 , 11.31 ,
S771 , 319.9503 , -6.2585 , 25.81 ,
S772 , 319.9517 , -6.4243 , 11.38 ,
S773 , 319.4785 , -6.92 , 15.88 ,
S774 , 320.3364 , -6.2845 , 18.31 ,
S775 , 320.1773 , -6.529 , 25.51 ,
S776 , 320.17 , -6.0283 , 16.69 ,
S777 , 320.8918 , -6.9108 , 8.74 ,
S778 , 33.639 , 5.563 , 21.39 ,
S779 , 33.0863 , 6.4241 , 27.88 ,
S780 , 32.4025 , 6.397 , 18.08 ,
S781 , 32.0863 , 5.8804 , 16.54 ,
S782 , 32.0386 , 6.148 , 9.85 ,
S783 , 32.4568 , 6.7023 , 7.75 ,
S784 , 32.8769 , 6.7641 , 26.79 ,
S785 , 33.1573 , 6.9683 , 15.75 ,
S786 , 33.5317 , 6.9353 , 32.98 ,
S787 , 33.5891 , 6.8417 , 22.45 ,
S788 , 33.8153 , 7.6021 , 26.11 ,
S789 , 34.1747 , 7.1528 , 23.05 ,
S790 , 34.1259 , 6.7148 , 17.39 ,
S791 , 46.1936 , 4.9116 , 5.2 ,
S792 , 46.5865 , 5.3448 , 20.98 ,
S793 , 45.7395 , 5.2886 , 22.6 ,
S794 , 45.482 , 5.542 , 19.46 ,
S795 , 45.1115 , 5.7006 , 18.2 ,
S796 , 44.7448 , 5.6722 , 14.21 ,
S797 , 44.2747 , 4.9035 , 21.25 ,
S798 , 43.9347 , 6.1879 , 29.64 ,
S799 , 44.525 , 6.0432 , 20.19 ,
S800 , 44.5259 , 6.2277 , 18.36 ,
S801 , 45.8541 , 6.3685 , 13.73 ,
S802 , 45.8755 , 6.1407 , 29.14 ,
S803 , 45.948 , 6.7342 , 25.38 ,
S804 , 333.1093 , 5.3234 , 16.0 ,
S805 , 332.6979 , 5.2579 , 6.93 ,
S806 , 332.7513 , 5.7537 , 11.85 ,
S807 , 332.3792 , 5.5743 , 32.84 ,
S808 , 332.174 , 6.1461 , 11.28 ,
S809 , 331.5726 , 6.5357 , 12.67 ,
S810 , 332.0736 , 6.7691 , 24.43 ,
S811 , 332.7903 , 7.4684 , 12.07 ,
S812 , 332.4685 , 6.9631 , 20.02 ,
S813 , 332.5326 , 6.7456 , 10.83 ,
S814 , 332.8434 , 7.2887 , 7.24 ,
S815 , 333.306 , 7.5247 , 21.26 ,
S816 , 333.1599 , 7.3297 , 14.06 ,
S817 , 333.5155 , -8.5991 , 7.37 ,
S818 , 332.896 , -9.6008 , 13.41 ,
S819 , 332.7587 , -9.5875 , 23.41 ,
S820 , 332.2552 , -8.9453 , 26.99 ,
S821 , 332.131 , -9.272 , 9.33 ,
S822 , 331.6631 , -8.9238 , 20.58 ,
S823 , 331.8797 , -8.8093 , 6.92 ,
S824 , 331.6926 , -9.4294 , 9.14 ,
S825 , 331.7018 , -9.1843 , 6.6 ,
S826 , 331.2678 , -8.6938 , 21.39 ,
S827 , 332.7267 , -7.9489 , 31.35 ,
S828 , 333.4683 , -8.013 , 7.43 ,
S829 , 333.3231 , -7.4677 , 27.08 ,
S830 , 333.3923 , -7.4345 , 13.76 ,
S831 , 345.4841 , 5.8804 , 9.62 ,
S832 , 345.2751 , 5.8075 , 31.28 ,
S833 , 344.5529 , 6.7492 , 18.94 ,
S834 , 344.6499 , 5.9027 , 13.95 ,
S835 , 344.5647 , 6.2011 , 16.18 ,
S836 , 343.5995 , 6.8255 , 8.65 ,
S837 , 343.6129 , 7.0847 , 24.9 ,
S838 , 344.6733 , 7.8765 , 15.41 ,
S839 , 345.0234 , 7.213 , 11.96 ,
S840 , 345.3525 , 7.2325 , 15.14 ,
S841 , 357.2738 , -10.949 , 9.57 ,
S842 , 357.558 , -10.4031 , 11.72 ,
S843 , 356.5059 , -10.1719 , 20.12 ,
S844 , 356.6939 , -9.9494 , 17.28 ,
S845 , 356.3607 , -10.4446 , 63.26 ,
S846 , 356.6581 , -8.6531 , 9.48 ,
S847 , 356.5885 , -9.8136 , 8.53 ,
S848 , 356.7897 , -9.8611 , 26.65 ,
S849 , 357.1354 , -9.8498 , 15.08 ,
S850 , 357.4309 , -9.0524 , 23.07 ,
S851 , 357.9506 , -9.7906 , 13.61 ,
S852 , 10.0321 , 6.8293 , 19.11 ,
S853 , 8.7757 , 7.2295 , 11.24 ,
S854 , 8.4371 , 6.8486 , 25.69 ,
S855 , 8.0924 , 8.4044 , 12.65 ,
S856 , 8.7879 , 8.0092 , 49.44 ,
S857 , 9.0455 , 7.5868 , 14.81 ,
S858 , 17.5588 , -0.7551 , 28.0 ,
S859 , 17.7837 , -0.5584 , 23.83 ,
S860 , 17.5751 , -0.2772 , 33.91 ,
S861 , 16.7558 , -0.6944 , 14.03 ,
S862 , 16.927 , -0.6024 , 12.81 ,
S863 , 16.6462 , -0.404 , 25.33 ,
S864 , 16.4483 , -0.91 , 31.36 ,
S865 , 16.2799 , -0.8285 , 21.02 ,
S866 , 16.2121 , -0.6374 , 23.28 ,
S867 , 15.759 , -0.1365 , 15.48 ,
S868 , 16.716 , 0.9801 , 25.93 ,
S869 , 16.2843 , 0.1336 , 19.62 ,
S870 , 16.4407 , 0.1961 , 26.04 ,
S871 , 16.9875 , 0.6469 , 28.84 ,
S872 , 17.332 , 1.1595 , 32.48 ,
S873 , 17.6458 , 0.7867 , 10.03 ,
S874 , 18.1071 , 0.0195 , 23.09 ,
S875 , 21.9354 , 6.174 , 15.27 ,
S876 , 21.4388 , 6.7619 , 14.05 ,
S877 , 21.1936 , 7.1722 , 14.53 ,
S878 , 20.8651 , 6.9869 , 14.5 ,
S879 , 20.8371 , 6.8047 , 8.77 ,
S880 , 20.3516 , 8.0753 , 24.84 ,
S881 , 20.0724 , 7.3138 , 11.2 ,
S882 , 21.2835 , 7.4379 , 18.22 ,
S883 , 128.2949 , 23.2824 , 13.11 ,
S884 , 128.1626 , 24.2871 , 14.71 ,
S885 , 128.1083 , 24.2569 , 19.98 ,
S886 , 126.9576 , 23.2588 , 20.4 ,
S887 , 126.5066 , 23.8475 , 15.58 ,
S888 , 126.7925 , 24.975 , 19.47 ,
S889 , 126.8676 , 24.8964 , 23.0 ,
S890 , 127.6667 , 25.4957 , 12.25 ,
S891 , 126.9157 , 24.3282 , 13.83 ,
S892 , 128.0163 , 24.5385 , 23.56 ,
S893 , 131.0035 , 53.3467 , 14.0 ,
S894 , 128.0596 , 53.0325 , 21.96 ,
S895 , 127.4546 , 53.3624 , 25.49 ,
S896 , 127.9803 , 54.046 , 15.11 ,
S897 , 129.68 , 55.0878 , 47.1 ,
S898 , 133.4387 , 4.9978 , 28.13 ,
S899 , 133.2147 , 5.302 , 20.01 ,
S900 , 132.5791 , 5.7571 , 26.52 ,
S901 , 132.5809 , 5.9939 , 17.12 ,
S902 , 131.4977 , 5.3043 , 13.52 ,
S903 , 131.7565 , 6.811 , 11.9 ,
S904 , 132.0668 , 6.9772 , 24.08 ,
S905 , 302.2944 , -11.403 , 32.75 ,
S906 , 141.047 , 21.2818 , 47.59 ,
S907 , 141.2842 , 21.5584 , 41.97 ,
S908 , 138.449 , 22.7107 , 58.33 ,
S909 , 139.6988 , 23.0576 , 37.24 ,
S910 , 139.2756 , 22.6552 , 34.99 ,
S911 , 139.9332 , 22.3208 , 62.12 ,
S912 , 140.7888 , 22.9235 , 74.36 ,
S913 , 34.5879 , 6.3247 , 31.14 ,
S914 , 32.1465 , 5.7134 , 30.18 ,
S915 , 32.7822 , 7.2899 , 34.87 ,
S916 , 33.2897 , 6.7155 , 30.01 ,
S917 , 46.3281 , 5.0074 , 39.13 ,
S918 , 45.4772 , 4.85 , 25.44 ,
S919 , 44.346 , 5.303 , 40.39 ,
S920 , 44.1888 , 5.4084 , 37.42 ,
S921 , 44.7287 , 4.7749 , 35.66 ,
S922 , 44.3255 , 5.0091 , 32.14 ,
S923 , 45.3239 , 6.4119 , 29.61 ,
S924 , 45.7741 , 5.8518 , 50.79 ,
S925 , 45.558 , 6.6 , 35.64 ,
S926 , 331.7417 , 7.295 , 37.47 ,
S927 , 332.7159 , 6.7228 , 50.76 ,
S928 , 344.737 , 6.9313 , 43.03 ,
S929 , 344.1243 , 7.2335 , 33.64 ,
S930 , 344.6819 , 8.0618 , 24.81 ,
S931 , 8.3621 , 7.3935 , 47.76 ,
S932 , 16.6274 , 0.7078 , 27.36 ,
S933 , 16.1103 , 0.4891 , 45.57 ,
S934 , 17.5458 , 0.3227 , 26.4 ,
S935 , 17.7103 , 0.8368 , 33.11 ,
S936 , 21.1665 , 7.0586 , 36.44 ,
S937 , 19.7481 , 7.2355 , 52.41 ,
S938 , 22.091 , 7.4652 , 56.12 ,
S939 , 126.1657 , 24.3313 , 76.35 ,
S940 , 127.8483 , 24.5931 , 36.99 ,
S941 , 127.7329 , 24.4591 , 82.0 ,
S942 , 130.3316 , 54.8859 , 39.08 ,
S943 , 131.8703 , 5.5794 , 37.13 ,
S944 , 52.2729 , 4.595 , 13.78 ,
S945 , 49.8489 , 5.0682 , 33.17 ,
S946 , 50.3737 , 5.8297 , 34.53 ,
S947 , 51.1131 , 5.5466 , 18.98 ,
S948 , 51.9554 , 5.9036 , 7.98 ,
S949 , 49.1266 , 4.5018 , 39.43 ,
S950 , 49.4338 , 4.7835 , 5.52 ,
S951 , 49.5805 , 5.2596 , 26.68 ,
S952 , 49.092 , 5.0267 , 31.09 ,
S953 , 48.7207 , 4.2712 , 25.53 ,
S954 , 47.5473 , 4.6593 , 10.99 ,
S955 , 47.055 , 5.4844 , 15.99 ,
S956 , 22.171 , 38.5661 , 11.72 ,
S957 , 22.1427 , 39.0526 , 12.67 ,
S958 , 20.1458 , 40.6864 , 7.94 ,
S959 , 20.7114 , 40.4124 , 14.66 ,
S960 , 106.2686 , 64.5923 , 8.41 ,
S961 , 106.2785 , 64.6712 , 5.74 ,
S962 , 104.9898 , 65.0701 , 31.89 ,
S963 , 104.4056 , 65.6247 , 9.49 ,
S964 , 104.8378 , 66.838 , 9.83 ,
S965 , 108.6467 , 66.2472 , 29.51 ,
S966 , 52.6181 , 4.8245 , 37.58 ,
S967 , 51.4888 , 4.6874 , 47.91 ,
S968 , 51.1904 , 5.034 , 42.87 ,
S969 , 50.5127 , 5.1712 , 30.93 ,
S970 , 50.4695 , 4.9673 , 38.25 ,
S971 , 50.1787 , 4.2258 , 51.75 ,
S972 , 49.9284 , 5.3158 , 57.18 ,
S973 , 50.913 , 5.8505 , 40.11 ,
S974 , 48.2397 , 5.8734 , 44.26 ,
S975 , 48.8087 , 5.816 , 45.21 ,
S976 , 49.1577 , 5.5661 , 49.6 ,
S977 , 44.2225 , 33.8759 , 12.68 ,
S978 , 43.104 , 34.0616 , 32.57 ,
S979 , 42.1029 , 33.6126 , 15.04 ,
S980 , 43.736 , 34.3717 , 20.31 ,
S981 , 39.146 , 24.6114 , 11.3 ,
S982 , 38.9465 , 25.3714 , 6.34 ,
S983 , 38.4028 , 24.259 , 31.88 ,
S984 , 38.6293 , 24.7815 , 23.45 ,
S985 , 38.4648 , 25.3572 , 16.95 ,
S986 , 37.6702 , 24.6213 , 36.61 ,
S987 , 38.7105 , 25.5836 , 9.59 ,
S988 , 39.1024 , 25.6332 , 7.98 ,
S989 , 39.0449 , 25.6294 , 23.71 ,
S990 , 39.2728 , 25.7796 , 18.18 ,
S991 , 134.9039 , 35.8891 , 11.66 ,
S992 , 134.6389 , 35.691 , 8.15 ,
S993 , 133.4779 , 36.7772 , 23.98 ,
S994 , 132.9845 , 36.3702 , 19.89 ,
S995 , 133.9072 , 38.0519 , 16.93 ,
S996 , 133.7314 , 37.4911 , 13.35 ,
S997 , 139.4593 , 30.3332 , 10.54 ,
S998 , 138.8889 , 29.4919 , 7.12 ,
S999 , 140.6036 , 30.763 , 12.64 ,
S1000 , 142.7253 , 6.738 , 12.04 ,
S1001 , 141.6579 , 6.157 , 12.91 ,
S1002 , 141.4732 , 6.6591 , 13.17 ,
S1003 , 141.4064 , 6.8487 , 13.71 ,
S1004 , 140.2717 , 7.2336 , 10.88 ,
S1005 , 141.1431 , 8.016 , 25.84 ,
S1006 , 141.5683 , 8.1899 , 23.41 ,
S1007 , 142.1077 , 7.4884 , 17.73 ,
S1008 , 142.1858 , 7.3211 , 39.47 ,
S1009 , 144.7209 , 61.6559 , 19.47 ,
S1010 , 144.9015 , 62.7782 , 6.35 ,
S1011 , 144.5026 , 62.5575 , 19.45 ,
S1012 , 148.4203 , 62.8747 , 12.79 ,
S1013 , 144.307 , 52.2124 , 23.64 ,
S1014 , 143.8687 , 53.6476 , 11.41 ,
S1015 , 144.2494 , 53.425 , 21.54 ,
S1016 , 144.8453 , 53.3629 , 27.37 ,
S1017 , 145.3301 , 53.1776 , 18.77 ,
S1018 , 145.224 , 53.7057 , 14.73 ,
S1019 , 146.244 , 53.1354 , 8.69 ,
S1020 , 147.0309 , 52.9652 , 18.26 ,
S1021 , 153.6318 , 25.0723 , 15.44 ,
S1022 , 153.7078 , 25.7183 , 17.67 ,
S1023 , 153.1898 , 25.0964 , 25.35 ,
S1024 , 152.1951 , 25.1182 , 18.93 ,
S1025 , 151.5545 , 25.8555 , 34.05 ,
S1026 , 151.7338 , 27.0349 , 22.48 ,
S1027 , 152.189 , 26.5959 , 25.05 ,
S1028 , 151.6595 , 26.4957 , 21.19 ,
S1029 , 152.8706 , 26.6859 , 18.28 ,
S1030 , 153.1102 , 26.2084 , 29.89 ,
S1031 , 153.4813 , 26.9625 , 34.84 ,
S1032 , 152.7866 , 34.0809 , 8.89 ,
S1033 , 152.2648 , 34.2493 , 15.36 ,
S1034 , 152.2422 , 34.2976 , 25.7 ,
S1035 , 151.7747 , 34.8588 , 19.26 ,
S1036 , 151.7533 , 34.2614 , 9.16 ,
S1037 , 151.1742 , 36.2208 , 5.82 ,
S1038 , 151.3978 , 35.6084 , 26.59 ,
S1039 , 152.4941 , 35.4229 , 12.5 ,
S1040 , 152.8091 , 36.3305 , 14.36 ,
S1041 , 153.0553 , 36.4384 , 19.05 ,
S1042 , 153.3609 , 36.3529 , 10.35 ,
S1043 , 162.615 , 0.1483 , 22.81 ,
S1044 , 164.5412 , 47.1076 , 15.53 ,
S1045 , 162.4502 , 46.9985 , 9.26 ,
S1046 , 162.4353 , 48.5632 , 24.57 ,
S1047 , 169.4266 , 9.1848 , 12.33 ,
S1048 , 169.2302 , 9.2206 , 6.84 ,
S1049 , 168.4911 , 9.4557 , 12.5 ,
S1050 , 167.8316 , 10.2924 , 25.11 ,
S1051 , 168.0908 , 10.4616 , 44.31 ,
S1052 , 168.9238 , 9.8049 , 15.71 ,
S1053 , 169.1904 , 10.7786 , 28.22 ,
S1054 , 170.2872 , 58.4559 , 11.07 ,
S1055 , 167.1685 , 58.3271 , 20.93 ,
S1056 , 167.0489 , 58.6994 , 6.4 ,
S1057 , 167.5785 , 59.5123 , 27.89 ,
S1058 , 47.9378 , 39.9668 , 11.85 ,
S1059 , 47.3902 , 41.2961 , 30.83 ,
S1060 , 49.0854 , 41.5868 , 11.18 ,
S1061 , 50.3473 , 41.7472 , 15.66 ,
S1062 , 49.8315 , 41.9755 , 12.55 ,
S1063 , 37.708 , 24.3326 , 37.65 ,
S1064 , 37.679 , 26.4258 , 32.32 ,
S1065 , 135.2081 , 36.2699 , 30.83 ,
S1066 , 133.2246 , 36.663 , 66.67 ,
S1067 , 134.7163 , 37.6102 , 49.08 ,
S1068 , 136.0334 , 37.3369 , 64.9 ,
S1069 , 142.2687 , 6.808 , 35.47 ,
S1070 , 147.9178 , 62.1028 , 37.02 ,
S1071 , 146.0812 , 52.2022 , 43.23 ,
S1072 , 146.7261 , 52.677 , 50.01 ,
S1073 , 146.2799 , 52.2639 , 83.46 ,
S1074 , 152.1462 , 25.3528 , 63.28 ,
S1075 , 151.5487 , 26.8165 , 59.76 ,
S1076 , 152.6187 , 27.1922 , 48.43 ,
S1077 , 152.6513 , 26.0924 , 48.86 ,
S1078 , 152.479 , 34.3922 , 30.15 ,
S1079 , 152.2817 , 33.9797 , 35.34 ,
